file root,scan number,scan time,total ion current,precursor m/z,precursor charge,precursor mass delta,confidence,annotation,modification,usi
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2491,8.380958465,1674733.144,520.7653603,2,-273.0972793,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2493,8.385703013,1539593.674,428.7241008,6,1257.716605,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2494,8.388128393,2046216.075,535.2789003,2,-244.0701995,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2495,8.390415411,283237.1731,556.7305607,2,-201.1668786,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2496,8.392696008,186456.2529,543.7503769,2,-227.1272461,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2497,8.394980587,328485.587,596.2307332,2,-122.1665336,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2498,8.39727011,81289.97119,559.2284334,3,363.0573003,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2499,8.399560699,233278.5535,493.9143527,3,167.1150582,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2500,8.40184991,200369.0915,507.2606518,2,-300.1066965,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2502,8.406644538,4057811.502,492.2551288,2,-330.1177425,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2503,8.409005837,1459938.437,536.9288037,3,296.1584111,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2504,8.411306823,531500.3447,527.26473,2,-260.0985401,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2505,8.41351959,202117.4982,454.2388515,3,48.08855461,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2506,8.415800339,132503.4019,554.7269689,3,349.5529067,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2508,8.420666546,848360.7711,564.2817799,2,-186.0644402,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2509,8.423029191,159345.3307,804.889195,2,295.1503901,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2510,8.425330419,836644.6292,535.2788343,2,-244.0703313,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2511,8.427623074,474920.3384,442.2166107,4,454.2384429,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2512,8.429903552,277191.2618,420.228561,2,-474.170878,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2513,8.432188775,669674.6006,504.2338559,2,-306.1602883,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2515,8.43692138,1412429.484,428.7238281,6,1257.714969,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2516,8.439279703,630575.1816,511.2288386,2,-292.1703227,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2517,8.441562481,1566041.324,520.7143967,2,-273.1992066,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2518,8.443843541,550098.2983,504.2340501,2,-306.1598997,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2519,8.446125751,168883.9486,524.7151432,2,-265.1977135,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2520,8.448406912,186743.8535,488.2657226,2,-338.0965548,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2521,8.450688479,1802399.275,519.2260591,2,-276.1758817,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2522,8.453057456,106446.1959,404.7067507,2,-505.2144986,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2523,8.455344035,123504.3465,478.2409158,3,120.0947475,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2525,8.460062886,17184698.66,535.7711778,2,-243.0856445,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2526,8.462411181,1442104.305,520.7143967,2,-273.1992066,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2527,8.464694871,980370.858,554.7449985,2,-205.138003,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2528,8.466977214,78326.73431,541.2151437,2,-232.1977126,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2529,8.469260792,632751.6093,503.2459964,2,-308.1360072,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2530,8.471553859,157641.4779,570.7973633,2,-173.0332734,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2531,8.473843566,484957.0659,579.9433507,3,425.202052,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2532,8.476156725,396184.6436,491.7547757,2,-331.1184486,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2533,8.478469374,685052.166,563.7306651,2,-187.1666697,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2534,8.480756967,130643.2182,656.3065796,2,-2.01484082,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2536,8.485498659,1442134.352,436.2230739,2,-442.1818522,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2537,8.488595756,376050.0954,563.7308173,2,-187.1663655,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2538,8.490888774,276549.4768,547.7497993,2,-219.1284014,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2539,8.493174962,211470.1299,603.7287919,2,-107.1704163,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2540,8.495455687,591484.0285,592.7936421,2,-129.0407158,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2541,8.49774176,117967.8404,574.7330529,2,-165.1618942,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2542,8.500024741,196086.8906,558.2299194,3,360.0617583,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2544,8.50485333,4394591.749,556.2842152,2,-202.0595697,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2545,8.507875003,1909788.79,519.2657329,2,-276.0965342,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2546,8.51014956,150699.9987,546.7601719,2,-221.1076563,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2547,8.512439206,113110.493,566.7281382,3,385.5564147,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2548,8.514727058,219096.9678,584.7317006,2,-145.1645989,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2549,8.517016766,289348.5836,568.2316105,2,-178.1647791,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2550,8.519391687,721733.0321,459.5706482,3,64.08394458,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2552,8.524149634,867105.8094,528.2711158,2,-258.0857684,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2553,8.526499898,2347736.011,557.7529675,2,-199.1220651,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2554,8.528780697,720144.7912,575.25821,2,-164.1115799,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2555,8.531063137,243260.3615,588.7524414,2,-137.1231172,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2556,8.533344617,365691.0339,584.2432861,5,1606.588431,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2558,8.538071208,542693.2478,673.3086942,2,31.98938836,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2559,8.540428646,642288.6694,563.789571,2,-187.048858,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2560,8.542720621,374726.1541,584.7433014,2,-145.1413972,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2561,8.545003135,188885.7418,605.2451212,2,-104.1377575,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2562,8.547282661,146408.1845,540.5940164,3,307.1540491,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2563,8.549579289,186472.565,588.7457475,2,-137.136505,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2564,8.551952421,256271.4619,624.7461118,2,-65.13577643,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2565,8.554230162,249433.6128,595.2455793,2,-124.1368414,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2566,8.556512318,184313.5877,580.7424805,2,-153.143039,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2568,8.561333332,234059.2458,568.2634406,2,-178.1011187,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2569,8.563703373,151814.1783,567.2748586,2,-180.0782828,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2570,8.565993353,87843.78879,583.242981,6,2184.829886,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2572,8.570841538,2252525.509,599.800574,2,-115.0268521,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2573,8.573192326,95821.23608,604.8157704,2,-104.9964592,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2574,8.575471856,80340.7482,540.5940164,3,307.1540491,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2575,8.577769925,147164.0779,624.2389436,2,-66.15011283,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2576,8.580051103,103483.3524,583.7440796,2,-147.1398408,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2578,8.584943987,625315.4147,618.7745229,2,-77.07895417,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2579,8.587367453,1224480.634,520.7659193,2,-273.0961615,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2581,8.592089014,247969.2713,648.7605297,2,-17.1069406,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2582,8.594439887,1188268.316,412.8513293,3,-76.07401216,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2583,8.59672317,826448.1405,611.7789279,2,-91.0701442,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2584,8.599011957,223541.8216,408.1886059,3,-90.0621822,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2585,8.601294344,141871.8491,407.2196843,2,-500.1886314,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2586,8.603586141,1564639.804,667.7576904,2,20.88738086,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2587,8.605870557,113714.5963,456.7363472,2,-401.1553056,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2588,8.608163141,360583.6426,638.7614527,2,-37.10509469,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2589,8.610446314,457542.9845,500.2523885,2,-314.123223,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2590,8.612731963,385422.0787,660.7642619,2,6.900523889,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2592,8.617419019,1085782.967,610.7905729,2,-93.04685422,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2593,8.619917468,1184302.38,628.2601334,2,-58.1077332,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2595,8.624606673,1097336.872,627.7597526,2,-59.10849474,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2597,8.629375334,2478477.473,590.8045708,2,-133.0188584,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2598,8.631726809,1391325.802,513.2420353,2,-288.1439293,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2599,8.634010558,440212.2277,632.2615398,2,-50.10492034,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2601,8.638717962,790223.2776,526.273594,2,-262.080812,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2603,8.643518354,283437.4058,620.7875654,2,-73.05286927,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2604,8.645867537,84572.68402,626.2565806,3,564.1417417,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2605,8.648151511,1159568.749,513.7595624,2,-287.1088753,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2606,8.650435987,368166.3396,414.8409552,2,-484.9460897,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2608,8.655182565,432398.4365,650.3062754,2,-14.01544919,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2609,8.657536731,2181718.356,556.7580184,2,-201.1119633,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2610,8.659820516,5926881.504,445.4996849,3,21.87105462,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2611,8.662110717,77362.15826,571.2908015,2,-172.046397,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2612,8.66440074,503830.2249,667.7609574,2,20.89391477,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2613,8.666680399,127765.9078,584.7958202,2,-145.0363597,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2615,8.671439583,1680967.663,528.763484,2,-257.101032,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2616,8.67379111,5167652.883,557.27344,2,-200.08112,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2617,8.676073148,254026.7981,665.3106591,2,15.99331816,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2619,8.680934319,236269.7983,576.2474012,2,-162.1331976,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2620,8.683284765,1014556.602,600.7725191,2,-113.0829618,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2621,8.685662434,77163.22516,543.7504555,2,-227.127089,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2622,8.687944993,76869.51938,584.7957507,2,-145.0364986,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2623,8.690226467,458322.8734,606.7891306,2,-101.0497387,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2624,8.692509295,192072.6363,624.2597494,2,-66.10850112,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2626,8.697374164,196519.9373,471.2493782,2,-372.1292435,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2627,8.699728326,190878.7036,650.3063826,2,-14.01523487,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2628,8.702022989,80399.85724,545.2475875,2,-224.1328249,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2629,8.704308389,72646.34195,614.7868444,2,-85.05431115,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2630,8.706589619,322468.7396,673.3079252,2,31.98785035,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2631,8.708872391,83942.39645,427.3775197,2,-459.8729606,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2632,8.711151859,102456.5941,585.2344353,2,-144.1591294,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2634,8.716153006,555275.0492,656.3057017,2,-2.016596648,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2635,8.718789499,865537.4109,628.3101744,2,-58.0076511,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2637,8.723794905,462749.7188,634.8035401,2,-45.0209197,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2638,8.726150149,254155.3312,678.8340742,2,43.04014841,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2639,8.728433545,357678.0782,449.7276681,2,-415.1726638,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2640,8.730728973,64588.289,643.3150024,6,2545.262015,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2641,8.733016613,139324.5923,490.7546272,4,648.3905086,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2642,8.735301322,267148.0892,673.3080663,2,31.9881325,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2644,8.740238565,95541.08789,586.2581348,2,-142.1117304,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2645,8.742590583,556029.8633,664.8065796,3,679.7917388,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2646,8.744878447,123331.6077,452.8919444,2,-408.8441112,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2647,8.747159055,120437.6814,739.3473598,2,164.0667196,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2649,8.752015559,4242732.085,657.3132926,2,-0.001414759,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2650,8.75466568,444850.9947,492.7469144,2,-329.1341713,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2651,8.756945521,1376733.832,535.7714499,2,-243.0851002,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2652,8.759229669,192259.3895,451.1928861,3,38.95065842,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2653,8.761512669,167185.9512,676.2865029,2,37.9450057,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2654,8.763797885,141720.2696,464.2414257,2,-386.1451485,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2655,8.766089814,234737.0152,609.7774943,2,-95.07301148,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2656,8.768371515,300286.308,669.2924314,2,23.95686281,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2657,8.770654966,116808.0543,613.7971819,2,-87.03363616,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2659,8.775622078,378523.434,500.2521194,2,-314.1237612,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2660,8.777977914,1298717.929,556.7394894,2,-201.1490213,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2661,8.780260701,134479.2319,685.2712595,2,55.91451907,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2663,8.785223385,1251754.385,531.260186,2,-252.1076281,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2664,8.78781941,376288.8456,664.3031207,2,13.97824143,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2665,8.790110262,263249.4157,547.7888736,2,-219.0502529,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2666,8.792399299,761826.1254,599.3040572,2,-116.0198856,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,2667,8.794679061,148741.6189,575.7127733,2,-163.2024534,,,,
