file root,scan number,scan time,total ion current,precursor m/z,precursor charge,precursor mass delta,confidence,annotation,modification,usi
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3709,11.27589169,276271.5728,425.6779841,2,-463.2720318,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3710,11.27820275,178094.4037,678.3196337,2,42.01126732,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3711,11.28048956,58036.55377,625.7928728,2,-63.04225431,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3712,11.2827722,88936.47311,748.3684182,2,182.1088365,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3713,11.28515541,87748.13571,699.2860432,2,83.94408633,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3714,11.28744144,105867.3624,713.8059393,2,112.9838786,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3715,11.28972428,58088.64331,753.2907715,2,191.953543,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3716,11.29202717,180217.6234,435.1641224,3,-9.135632708,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3717,11.29432961,179166.1794,696.3360842,2,78.04416833,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3718,11.29661651,74087.3342,641.8068387,2,-31.01432256,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3719,11.29890361,88243.33679,710.307771,2,105.9875421,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3721,11.30394168,93158.90436,406.7042721,2,-501.2194557,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3722,11.30631068,1270666.173,477.7406862,2,-359.1466277,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3723,11.30860015,59967.38824,531.2969382,2,-252.0341235,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3724,11.31089166,86633.03247,604.2765746,2,-106.0748508,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3725,11.31317333,48621.64963,715.269043,2,115.9100859,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3726,11.31547267,45734.81915,541.7712068,2,-231.0855864,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3727,11.31784711,69653.18988,647.3376702,2,-19.95265963,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3728,11.32014101,383235.5547,418.6835466,2,-477.2609069,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3729,11.32244329,50666.93069,699.286876,2,83.94575209,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3730,11.32472829,85332.20206,719.2642212,3,843.1646636,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3732,11.32964352,1651212.245,578.7702972,2,-157.0874056,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3733,11.33200572,245550.3137,695.3032937,2,75.97858747,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3734,11.33428898,219435.762,496.7141667,2,-321.1996667,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3735,11.33658875,335544.7196,505.6994513,3,202.470354,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3736,11.33886934,169566.6617,465.7172228,2,-383.1935544,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3737,11.34116023,356719.1195,687.3065628,2,59.98512568,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3738,11.34344634,785293.9135,667.5511475,5,2023.127737,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3739,11.34577851,98632.1701,678.3149414,2,42.00188281,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3741,11.35092083,140881.8861,597.7449257,2,-119.1381487,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3742,11.35364946,95208.81238,489.7198848,2,-335.1882305,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3743,11.35592649,607519.7149,592.7921018,2,-129.0437963,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3744,11.35821544,242180.5046,586.2757504,2,-142.0764992,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3745,11.36050341,306867.2232,643.7907981,2,-27.04640379,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3746,11.36278666,495649.0004,685.3435437,2,56.05908736,questionable ,,it is not mda54,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3747,11.3650829,362542.1006,535.748048,2,-243.131904,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3748,11.36736367,155134.9276,488.731129,2,-337.165742,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3750,11.37227554,2852512.258,657.3127536,2,-0.002492855,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3752,11.37730662,301892.0131,652.2954471,2,-10.03710582,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3753,11.37966634,641360.0469,593.2850812,2,-128.0578377,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3754,11.38197271,169016.1512,563.304017,2,-188.019966,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3755,11.38427311,89077.17935,691.3481046,2,68.06820913,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3756,11.38669138,142217.2086,676.2862206,2,37.94444125,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3757,11.38897774,967375.151,698.3522797,2,82.07655946,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3758,11.39127768,72095.02777,556.7941877,2,-201.0396246,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3759,11.39356706,253854.6469,595.2859068,2,-124.0561863,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3760,11.39586373,254708.0453,535.2544566,2,-244.1190867,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3762,11.40089212,219309.1973,673.3070707,2,31.98614133,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3764,11.40584591,127048.4957,633.8310814,2,-46.96583718,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3765,11.40820286,181829.7619,507.2959919,2,-300.0360162,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3766,11.41048834,134866.8506,676.2859036,2,37.94380726,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3767,11.41277237,109387.4194,665.309524,2,15.99104803,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3768,11.41505719,76984.88928,662.8333074,2,11.0386148,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3769,11.41734984,372369.2811,569.7650918,2,-175.0978164,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3770,11.41973579,139528.7408,597.2867934,2,-120.0544131,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3773,11.42856707,1477427.518,521.2567149,2,-272.1145703,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3774,11.4309254,188881.7809,613.2809089,2,-88.0661823,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3775,11.43320991,314775.0739,621.3147866,2,-71.99842688,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3776,11.43550546,163850.1982,568.225427,2,-178.177146,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3777,11.43779553,149123.4697,588.7387215,2,-137.150557,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3778,11.44007694,171473.0638,581.2660583,2,-152.0958834,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3780,11.44506654,108815.8934,451.1926597,3,38.94997903,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3781,11.44742228,63142.4111,691.3480004,2,68.06800075,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3782,11.44971138,138054.5135,409.4393911,2,-495.7492178,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3784,11.45477887,166854.2643,540.2305454,2,-234.1669092,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3785,11.45714215,238764.8923,684.2011688,2,53.77433759,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3786,11.45947305,402686.4651,668.30212,2,21.97624007,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3787,11.46177721,115205.3437,561.2305392,2,-192.1669216,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3790,11.47074083,1805246.085,521.25673,2,-272.11454,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3791,11.47309886,135320.6648,697.3744738,2,80.12094757,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3793,11.47806694,273966.1149,687.8000441,2,60.97208826,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3795,11.48301686,1473477.067,521.2567346,2,-272.1145308,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3796,11.48556285,78777.76675,641.8078784,2,-31.01224328,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3797,11.48784756,336712.1881,669.292966,2,23.95793196,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3799,11.49293224,261707.8527,777.8568118,2,241.0856236,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3801,11.49799466,296750.5324,620.8160455,2,-72.99590901,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3802,11.50035154,127228.9073,654.8365019,2,-4.95499611,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3803,11.50263882,113470.1458,644.2977536,2,-26.03249283,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3804,11.50492352,508107.3781,577.7806993,2,-159.0666014,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3806,11.50982273,163616.7658,1095.243774,2,875.8595488,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3808,11.5148649,434609.2664,570.7546371,2,-173.1187257,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3809,11.51722716,238372.051,652.2943198,2,-10.03936043,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3810,11.51959704,110033.3526,605.2842734,2,-104.0594532,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3812,11.52451036,90450.54025,639.7946904,2,-35.03861919,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3813,11.52686608,158062.7043,704.84354,2,95.05908,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3815,11.53191259,105566.4382,626.823036,2,-60.98192802,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3816,11.53426866,188187.1433,589.7284736,2,-135.1710528,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3818,11.5392053,175930.6491,649.3334754,2,-15.96104917,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3819,11.5415693,124939.5089,559.2908102,2,-196.0463796,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3820,11.54386034,103677.439,619.2898743,2,-76.04825135,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3822,11.54880048,249552.0555,529.7466482,2,-255.1347036,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3824,11.55381444,393997.1971,576.80911,2,-161.00978,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3825,11.5561736,118039.8733,664.3013143,2,13.97462869,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3828,11.56506977,208787.6121,623.2762363,2,-68.0755274,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3830,11.57003269,375239.4133,584.7704338,2,-145.0871324,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3833,11.5790199,178753.1211,690.3358831,2,66.04376623,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3834,11.58137436,204082.8815,603.7440253,2,-107.1399493,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3836,11.58641628,223126.3831,702.8257954,2,91.02359082,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3838,11.59142738,93739.83231,678.8323605,2,43.03672109,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3839,11.59378177,95238.82141,692.8136109,2,70.99922188,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3841,11.59869916,69972.69955,819.209946,2,323.7918919,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3842,11.60109509,164538.2668,402.1788895,2,-510.2702209,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3843,11.60340306,302453.9704,612.7300301,2,-89.1679398,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3844,11.60568864,423571.6264,652.7284717,2,-9.17105651,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3846,11.61076332,329617.6013,612.7300301,2,-89.1679398,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3847,11.6131239,1856178.695,447.2141029,2,-420.1997943,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3848,11.61541398,75598.75153,691.8589456,2,69.08989127,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3849,11.6177833,127240.4528,617.2300791,2,-80.16784187,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3850,11.62006683,140870.7017,599.8008781,2,-115.0262438,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3851,11.62234847,343615.2798,606.7522242,2,-101.1235516,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3852,11.62462851,200248.8714,590.7894272,2,-133.0491455,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3854,11.62951294,254101.4843,596.7496468,2,-121.1287065,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3855,11.63187389,871632.9602,667.7734902,2,20.91898045,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3856,11.63415829,206434.5864,456.2195943,2,-402.1888113,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3857,11.63645003,179786.1537,467.727536,2,-379.172928,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3858,11.63873444,126938.1544,471.1875914,3,98.93477433,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3860,11.64343311,776288.2068,648.7991924,2,-17.02961515,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3861,11.64578309,1801023.395,663.2730637,2,11.91812734,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3862,11.64806489,748080.0092,672.7585836,2,30.88916727,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3863,11.65034605,860133.4142,655.2888356,2,-4.050328884,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3864,11.65271253,1376850.305,442.5174672,3,12.92440163,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3865,11.65499284,441414.7862,660.2928786,2,5.957757276,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3866,11.6572747,400628.3048,666.2818354,3,684.2175063,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3867,11.6595579,148634.5317,693.2591281,2,71.89025618,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3868,11.66183983,158030.4494,411.1711285,2,-492.2857429,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3869,11.66412032,162893.741,632.3251384,2,-49.97772313,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3871,11.66883541,642872.788,651.2886159,2,-12.05076813,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3872,11.6711868,322468.8135,712.2565225,2,109.8850451,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3873,11.67347318,133234.7782,679.7990084,2,44.97001681,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3874,11.67575527,289461.1945,676.7598277,2,38.89165538,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3876,11.68051493,272563.6601,672.7592673,2,30.89053451,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3877,11.68286781,907373.5751,600.7824506,2,-113.0630989,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3878,11.68524126,216890.1373,744.8425903,2,175.0571807,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3879,11.68756909,356165.3274,685.343741,2,56.05948194,questionable ,,it is not 1048 Ala->lys,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3880,11.68987216,629408.053,448.8416492,2,-416.9447016,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3882,11.69467901,501318.9781,668.2919079,2,21.95581585,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3883,11.69703159,581342.4083,726.3413516,2,138.0547031,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3884,11.69931633,176022.5491,648.8011944,2,-17.02561112,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3885,11.70159733,137619.1362,676.2567084,2,37.88541674,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3886,11.70388043,363889.5103,505.7362529,2,-303.1554941,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3887,11.70616789,66859.01151,679.7992075,2,44.97041494,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3888,11.70844942,178862.6645,717.3170408,2,120.0060816,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3889,11.71073694,348589.6335,685.3442436,2,56.06048726,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3890,11.71302238,76144.76416,543.7434347,2,-227.1411305,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3891,11.71530831,44902.65851,437.5205994,3,-2.066201904,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3892,11.71760568,103449.4008,453.2935711,2,-408.0408579,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3894,11.72280742,81521.70953,660.2928495,2,5.95769909,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3895,11.7251721,170437.7051,557.2664078,2,-200.0951844,,,,
C:\Users\carol\Downloads\250402_mEclipse_QC_ncORF-089.mzML\250402_mEclipse_QC_ncORF-089.mzML,3896,11.7274559,71952.00739,797.8760364,2,281.1240728,,,,
